,body_bytes_sent,httpcode_200,httpcode_302,httpcode_403,httpcode_404,httpcode_500,httpcode_total_200,httpcode_total_302,httpcode_total_403,httpcode_total_404,httpcode_total_500,is_good,request_time,status,upstream_response_time
8063,152,1100,74,160,71,127,1100,74,160,71,127,1,0.875,200,0.875
8064,35114,1101,74,160,71,127,1101,74,160,71,127,1,0.992,200,0.992
8065,152,1026,89,178,77,128,1026,89,178,77,128,1,0.992,302,0.875
8066,35114,1158,62,183,88,149,1158,62,183,88,149,1,0.992,200,0.992
8067,35114,1019,67,141,65,154,1019,67,141,65,154,1,0.875,200,0.992
8068,152,979,91,129,75,125,979,91,129,75,125,1,0.875,200,0.992
8069,35114,980,91,129,75,125,980,91,129,75,125,1,0.875,200,0.992
8070,152,1053,108,166,81,148,1053,108,166,81,148,1,0.875,200,0.875
8071,35114,1044,74,123,70,156,1044,74,123,70,156,1,0.992,500,0.875
8072,35114,1159,62,183,88,149,1159,62,183,88,149,1,0.875,200,0.875
8073,35114,1037,60,137,78,134,1037,60,137,78,134,1,0.992,200,0.875
8074,152,1160,62,183,88,149,1160,62,183,88,149,1,0.992,200,0.992
8075,35114,1034,89,135,51,162,1034,89,135,51,162,1,0.875,200,0.875
8076,152,1053,108,167,81,148,1053,108,167,81,148,1,0.875,403,0.875
8077,35114,1104,79,207,79,142,1104,79,207,79,142,1,0.875,403,0.992
8078,35114,1038,60,137,78,134,1038,60,137,78,134,1,0.875,200,0.875
8079,35114,1038,61,137,78,134,1038,61,137,78,134,1,0.875,302,0.875
8080,152,1104,80,207,79,142,1104,80,207,79,142,1,0.875,302,0.875
8081,35114,1161,62,183,88,149,1161,62,183,88,149,1,0.875,200,0.992
8082,152,1034,89,136,51,162,1034,89,136,51,162,1,0.992,403,0.875
8083,35114,1105,80,207,79,142,1105,80,207,79,142,1,0.992,200,0.875
8084,35114,1045,74,123,70,156,1045,74,123,70,156,1,0.992,200,0.992
8085,152,1034,89,136,52,162,1034,89,136,52,162,1,0.992,404,0.875
8086,35114,1034,89,136,52,163,1034,89,136,52,163,1,0.875,500,0.875
8087,152,1161,62,183,89,149,1161,62,183,89,149,1,0.992,404,0.992
8088,35114,1039,61,137,78,134,1039,61,137,78,134,1,0.875,200,0.875
8089,152,981,91,129,75,125,981,91,129,75,125,1,0.992,200,0.875
8090,152,1053,108,167,81,149,1053,108,167,81,149,1,0.875,500,0.875
8091,35114,1069,69,147,73,146,1069,69,147,73,146,1,0.875,500,0.875
8092,35114,1106,80,207,79,142,1106,80,207,79,142,1,0.992,200,0.992
8093,35114,1070,69,147,73,146,1070,69,147,73,146,1,0.992,200,0.875
8094,152,1106,80,207,79,143,1106,80,207,79,143,1,0.875,500,0.992
8095,152,1046,74,123,70,156,1046,74,123,70,156,1,0.992,200,0.992
8096,152,1107,80,207,79,143,1107,80,207,79,143,1,0.875,200,0.992
8097,152,1102,74,160,71,127,1102,74,160,71,127,1,0.875,200,0.992
8098,152,1108,80,207,79,143,1108,80,207,79,143,1,0.875,200,0.992
8099,35114,1046,74,123,70,157,1046,74,123,70,157,1,0.875,500,0.992
8100,152,1020,67,141,65,154,1020,67,141,65,154,1,0.992,200,0.875
8101,35114,1071,69,147,73,146,1071,69,147,73,146,1,0.875,200,0.875
8102,152,1027,89,178,77,128,1027,89,178,77,128,1,0.992,200,0.992
8103,35114,981,91,129,75,126,981,91,129,75,126,1,0.992,500,0.992
8104,152,1035,89,136,52,163,1035,89,136,52,163,1,0.875,200,0.992
8105,35114,1057,64,173,71,140,1057,64,173,71,140,1,0.992,200,0.875
8106,152,1103,74,160,71,127,1103,74,160,71,127,1,0.992,200,0.992
8107,152,1035,89,136,53,163,1035,89,136,53,163,1,0.875,404,0.992
8108,152,1027,89,179,77,128,1027,89,179,77,128,1,0.992,403,0.875
8109,35114,981,92,129,75,126,981,92,129,75,126,1,0.992,302,0.992
8110,152,1072,69,147,73,146,1072,69,147,73,146,1,0.992,200,0.992
8111,35114,1057,64,173,72,140,1057,64,173,72,140,1,0.992,404,0.992
8112,35114,982,92,129,75,126,982,92,129,75,126,1,0.992,200,0.875
8113,35114,1058,64,173,72,140,1058,64,173,72,140,1,0.992,200,0.875
8114,152,1047,74,123,70,157,1047,74,123,70,157,1,0.875,200,0.875
8115,35114,1073,69,147,73,146,1073,69,147,73,146,1,0.992,200,0.992
8116,152,982,92,130,75,126,982,92,130,75,126,1,0.875,403,0.992
8117,35114,1053,108,168,81,149,1053,108,168,81,149,1,0.875,403,0.875
8118,152,1054,108,168,81,149,1054,108,168,81,149,1,0.992,200,0.875
8119,35114,1059,64,173,72,140,1059,64,173,72,140,1,0.875,200,0.992
8120,152,1059,64,173,72,141,1059,64,173,72,141,1,0.875,500,0.875
8121,152,1109,80,207,79,143,1109,80,207,79,143,1,0.992,200,0.992
8122,35114,1021,67,141,65,154,1021,67,141,65,154,1,0.992,200,0.875
8123,35114,1054,108,169,81,149,1054,108,169,81,149,1,0.992,403,0.875
8124,152,1104,74,160,71,127,1104,74,160,71,127,1,0.875,200,0.875
8125,152,1028,89,179,77,128,1028,89,179,77,128,1,0.992,200,0.992
8126,152,1055,108,169,81,149,1055,108,169,81,149,1,0.875,200,0.875
8127,35114,1162,62,183,89,149,1162,62,183,89,149,1,0.875,200,0.992
8128,152,1036,89,136,53,163,1036,89,136,53,163,1,0.875,200,0.875
8129,35114,1110,80,207,79,143,1110,80,207,79,143,1,0.992,200,0.875
8130,35114,1059,64,173,72,142,1059,64,173,72,142,1,0.875,500,0.875
8131,152,1021,68,141,65,154,1021,68,141,65,154,1,0.992,302,0.875
8132,152,1047,74,124,70,157,1047,74,124,70,157,1,0.875,403,0.992
8133,152,1039,61,137,78,135,1039,61,137,78,135,1,0.992,500,0.875
8134,152,1021,68,141,66,154,1021,68,141,66,154,1,0.992,404,0.875
8135,35114,1022,68,141,66,154,1022,68,141,66,154,1,0.992,200,0.875
8136,35114,1036,89,136,53,164,1036,89,136,53,164,1,0.992,500,0.875
8137,35114,1055,108,169,82,149,1055,108,169,82,149,1,0.875,404,0.875
8138,35114,1074,69,147,73,146,1074,69,147,73,146,1,0.992,200,0.875
8139,152,1040,61,137,78,135,1040,61,137,78,135,1,0.992,200,0.875
8140,152,1036,89,137,53,164,1036,89,137,53,164,1,0.992,403,0.875
8141,35114,1111,80,207,79,143,1111,80,207,79,143,1,0.992,200,0.992
8142,152,1041,61,137,78,135,1041,61,137,78,135,1,0.992,200,0.875
8143,35114,1056,108,169,82,149,1056,108,169,82,149,1,0.992,200,0.992
8144,35114,1037,89,137,53,164,1037,89,137,53,164,1,0.875,200,0.875
8145,35114,1037,89,138,53,164,1037,89,138,53,164,1,0.875,403,0.875
8146,152,1060,64,173,72,142,1060,64,173,72,142,1,0.992,200,0.992
8147,35114,1061,64,173,72,142,1061,64,173,72,142,1,0.875,200,0.875
8148,152,1112,80,207,79,143,1112,80,207,79,143,1,0.875,200,0.875
8149,35114,1029,89,179,77,128,1029,89,179,77,128,1,0.875,200,0.992
8150,152,1042,61,137,78,135,1042,61,137,78,135,1,0.875,200,0.992
8151,35114,1030,89,179,77,128,1030,89,179,77,128,1,0.875,200,0.992
8152,152,1062,64,173,72,142,1062,64,173,72,142,1,0.875,200,0.875
8153,152,1048,74,124,70,157,1048,74,124,70,157,1,0.992,200,0.992
8154,35114,1075,69,147,73,146,1075,69,147,73,146,1,0.875,200,0.992
8155,152,1031,89,179,77,128,1031,89,179,77,128,1,0.875,200,0.875
8156,152,1056,108,169,83,149,1056,108,169,83,149,1,0.992,404,0.875
8157,152,1023,68,141,66,154,1023,68,141,66,154,1,0.992,200,0.992
8158,152,1024,68,141,66,154,1024,68,141,66,154,1,0.875,200,0.992
8159,35114,1049,74,124,70,157,1049,74,124,70,157,1,0.875,200,0.992
8160,152,1057,108,169,83,149,1057,108,169,83,149,1,0.992,200,0.875
8161,152,1076,69,147,73,146,1076,69,147,73,146,1,0.992,200,0.875
8162,35114,1037,89,138,53,165,1037,89,138,53,165,1,0.875,500,0.875
8163,35114,1024,69,141,66,154,1024,69,141,66,154,1,0.992,302,0.875
8164,35114,1038,89,138,53,165,1038,89,138,53,165,1,0.875,200,0.875
8165,152,1025,69,141,66,154,1025,69,141,66,154,1,0.992,200,0.992
8166,152,1038,89,139,53,165,1038,89,139,53,165,1,0.992,403,0.992
8167,35114,1026,69,141,66,154,1026,69,141,66,154,1,0.992,200,0.875
8168,152,1163,62,183,89,149,1163,62,183,89,149,1,0.992,200,0.875
8169,35114,982,92,130,75,127,982,92,130,75,127,1,0.875,500,0.992
8170,35114,1032,89,179,77,128,1032,89,179,77,128,1,0.992,200,0.992
8171,152,1033,89,179,77,128,1033,89,179,77,128,1,0.875,200,0.875
8172,35114,982,92,131,75,127,982,92,131,75,127,1,0.875,403,0.875
8173,152,1049,74,124,70,158,1049,74,124,70,158,1,0.992,500,0.875
8174,152,1034,89,179,77,128,1034,89,179,77,128,1,0.992,200,0.992
8175,152,1043,61,137,78,135,1043,61,137,78,135,1,0.992,200,0.875
8176,152,1035,89,179,77,128,1035,89,179,77,128,1,0.992,200,0.875
8177,35114,1104,74,161,71,127,1104,74,161,71,127,1,0.875,403,0.875
8178,35114,1063,64,173,72,142,1063,64,173,72,142,1,0.875,200,0.875
8179,152,1058,108,169,83,149,1058,108,169,83,149,1,0.992,200,0.992
8180,152,1050,74,124,70,158,1050,74,124,70,158,1,0.875,200,0.875
8181,35114,1039,89,139,53,165,1039,89,139,53,165,1,0.875,200,0.992
8182,152,1059,108,169,83,149,1059,108,169,83,149,1,0.875,200,0.875
8183,35114,1040,89,139,53,165,1040,89,139,53,165,1,0.875,200,0.875
8184,35114,1043,61,138,78,135,1043,61,138,78,135,1,0.992,403,0.875
8185,152,1041,89,139,53,165,1041,89,139,53,165,1,0.875,200,0.992
8186,152,1027,69,141,66,154,1027,69,141,66,154,1,0.875,200,0.875
8187,35114,1113,80,207,79,143,1113,80,207,79,143,1,0.875,200,0.875
8188,35114,983,92,131,75,127,983,92,131,75,127,1,0.992,200,0.875
8189,152,1105,74,161,71,127,1105,74,161,71,127,1,0.992,200,0.992
8190,35114,1114,80,207,79,143,1114,80,207,79,143,1,0.875,200,0.875
8191,35114,1163,62,183,89,150,1163,62,183,89,150,1,0.992,500,0.992
8192,152,983,92,132,75,127,983,92,132,75,127,1,0.992,403,0.992
8193,152,1028,69,141,66,154,1028,69,141,66,154,1,0.992,200,0.875
8194,35114,1164,62,183,89,150,1164,62,183,89,150,1,0.875,200,0.992
8195,152,984,92,132,75,127,984,92,132,75,127,1,0.875,200,0.992
8196,152,1050,74,124,71,158,1050,74,124,71,158,1,0.992,404,0.875
8197,152,1036,89,179,77,128,1036,89,179,77,128,1,0.992,200,0.875
8198,35114,1042,89,139,53,165,1042,89,139,53,165,1,0.992,200,0.875
8199,35114,1115,80,207,79,143,1115,80,207,79,143,1,0.875,200,0.992
8200,152,1028,69,141,66,155,1028,69,141,66,155,1,0.875,500,0.992
8201,152,1059,108,170,83,149,1059,108,170,83,149,1,0.875,403,0.992
8202,152,1051,74,124,71,158,1051,74,124,71,158,1,0.992,200,0.992
8203,35114,1044,61,138,78,135,1044,61,138,78,135,1,0.992,200,0.875
8204,152,1029,69,141,66,155,1029,69,141,66,155,1,0.992,200,0.992
8205,152,1045,61,138,78,135,1045,61,138,78,135,1,0.875,200,0.875
8206,35114,1116,80,207,79,143,1116,80,207,79,143,1,0.875,200,0.992
8207,152,1105,74,162,71,127,1105,74,162,71,127,1,0.992,403,0.875
8208,35114,985,92,132,75,127,985,92,132,75,127,1,0.875,200,0.992
8209,152,1045,61,138,78,136,1045,61,138,78,136,1,0.875,500,0.992
8210,35114,1052,74,124,71,158,1052,74,124,71,158,1,0.875,200,0.875
8211,152,1164,62,184,89,150,1164,62,184,89,150,1,0.992,403,0.992
8212,35114,1077,69,147,73,146,1077,69,147,73,146,1,0.875,200,0.875
8213,35114,985,92,132,76,127,985,92,132,76,127,1,0.992,404,0.992
8214,152,1053,74,124,71,158,1053,74,124,71,158,1,0.875,200,0.992
8215,152,1106,74,162,71,127,1106,74,162,71,127,1,0.992,200,0.992
8216,35114,1054,74,124,71,158,1054,74,124,71,158,1,0.992,200,0.992
8217,35114,1037,89,179,77,128,1037,89,179,77,128,1,0.875,200,0.992
8218,35114,1116,80,207,80,143,1116,80,207,80,143,1,0.992,404,0.992
8219,35114,986,92,132,76,127,986,92,132,76,127,1,0.992,200,0.992
8220,35114,1055,74,124,71,158,1055,74,124,71,158,1,0.875,200,0.875
8221,35114,1038,89,179,77,128,1038,89,179,77,128,1,0.992,200,0.875
8222,152,1055,74,125,71,158,1055,74,125,71,158,1,0.875,403,0.875
8223,152,1039,89,179,77,128,1039,89,179,77,128,1,0.992,200,0.992
8224,152,1043,89,139,53,165,1043,89,139,53,165,1,0.875,200,0.992
8225,152,1107,74,162,71,127,1107,74,162,71,127,1,0.875,200,0.875
8226,152,1055,74,126,71,158,1055,74,126,71,158,1,0.875,403,0.992
8227,35114,1108,74,162,71,127,1108,74,162,71,127,1,0.875,200,0.875
8228,35114,1040,89,179,77,128,1040,89,179,77,128,1,0.875,200,0.992
8229,35114,1043,89,139,54,165,1043,89,139,54,165,1,0.992,404,0.875
8230,35114,1041,89,179,77,128,1041,89,179,77,128,1,0.875,200,0.992
8231,152,1042,89,179,77,128,1042,89,179,77,128,1,0.875,200,0.875
8232,35114,1056,74,126,71,158,1056,74,126,71,158,1,0.992,200,0.875
8233,35114,1164,63,184,89,150,1164,63,184,89,150,1,0.875,302,0.875
8234,152,1046,61,138,78,136,1046,61,138,78,136,1,0.992,200,0.992
8235,35114,1117,80,207,80,143,1117,80,207,80,143,1,0.875,200,0.875
8236,152,1030,69,141,66,155,1030,69,141,66,155,1,0.992,200,0.875
8237,35114,1057,74,126,71,158,1057,74,126,71,158,1,0.875,200,0.992
8238,152,1063,64,173,73,142,1063,64,173,73,142,1,0.875,404,0.875
8239,35114,1043,90,139,54,165,1043,90,139,54,165,1,0.875,302,0.992
8240,35114,1165,63,184,89,150,1165,63,184,89,150,1,0.875,200,0.875
8241,35114,1109,74,162,71,127,1109,74,162,71,127,1,0.875,200,0.875
8242,152,1117,80,207,81,143,1117,80,207,81,143,1,0.992,404,0.992
8243,152,1064,64,173,73,142,1064,64,173,73,142,1,0.992,200,0.875
8244,35114,1059,109,170,83,149,1059,109,170,83,149,1,0.992,302,0.992
8245,35114,1047,61,138,78,136,1047,61,138,78,136,1,0.992,200,0.875
8246,152,1031,69,141,66,155,1031,69,141,66,155,1,0.875,200,0.875
8247,152,1110,74,162,71,127,1110,74,162,71,127,1,0.875,200,0.875
8248,152,987,92,132,76,127,987,92,132,76,127,1,0.875,200,0.992
8249,152,1057,74,126,71,159,1057,74,126,71,159,1,0.992,500,0.875
8250,152,1077,69,148,73,146,1077,69,148,73,146,1,0.875,403,0.992
8251,152,1065,64,173,73,142,1065,64,173,73,142,1,0.875,200,0.992
8252,152,1060,109,170,83,149,1060,109,170,83,149,1,0.992,200,0.875
8253,152,1118,80,207,81,143,1118,80,207,81,143,1,0.875,200,0.875
8254,35114,1119,80,207,81,143,1119,80,207,81,143,1,0.992,200,0.992
8255,152,988,92,132,76,127,988,92,132,76,127,1,0.875,200,0.875
8256,35114,1031,70,141,66,155,1031,70,141,66,155,1,0.992,302,0.875
8257,35114,989,92,132,76,127,989,92,132,76,127,1,0.992,200,0.992
8258,35114,1048,61,138,78,136,1048,61,138,78,136,1,0.875,200,0.992
8259,152,1057,74,127,71,159,1057,74,127,71,159,1,0.992,403,0.875
8260,35114,1032,70,141,66,155,1032,70,141,66,155,1,0.992,200,0.875
8261,35114,1060,109,170,84,149,1060,109,170,84,149,1,0.992,404,0.992
8262,35114,989,92,133,76,127,989,92,133,76,127,1,0.992,403,0.992
8263,152,1165,63,184,90,150,1165,63,184,90,150,1,0.992,404,0.992
8264,152,1060,109,170,85,149,1060,109,170,85,149,1,0.875,404,0.875
8265,152,1049,61,138,78,136,1049,61,138,78,136,1,0.992,200,0.875
8266,152,1119,80,207,82,143,1119,80,207,82,143,1,0.992,404,0.875
8267,35114,1065,64,174,73,142,1065,64,174,73,142,1,0.992,403,0.992
8268,152,1057,75,127,71,159,1057,75,127,71,159,1,0.992,302,0.992
8269,35114,1049,61,139,78,136,1049,61,139,78,136,1,0.992,403,0.992
8270,35114,1049,61,139,79,136,1049,61,139,79,136,1,0.875,404,0.875
8271,35114,1077,69,148,73,147,1077,69,148,73,147,1,0.875,500,0.992
8272,152,1049,62,139,79,136,1049,62,139,79,136,1,0.875,302,0.992
8273,152,990,92,133,76,127,990,92,133,76,127,1,0.875,200,0.875
8274,152,1078,69,148,73,147,1078,69,148,73,147,1,0.992,200,0.992
8275,152,1033,70,141,66,155,1033,70,141,66,155,1,0.992,200,0.992
8276,35114,1166,63,184,90,150,1166,63,184,90,150,1,0.875,200,0.992
8277,152,1042,89,179,78,128,1042,89,179,78,128,1,0.875,404,0.992
8278,35114,1079,69,148,73,147,1079,69,148,73,147,1,0.992,200,0.992
8279,35114,1120,80,207,82,143,1120,80,207,82,143,1,0.992,200,0.992
8280,35114,1044,90,139,54,165,1044,90,139,54,165,1,0.875,200,0.875
8281,35114,1050,62,139,79,136,1050,62,139,79,136,1,0.875,200,0.875
8282,152,1061,109,170,85,149,1061,109,170,85,149,1,0.875,200,0.992
8283,152,1120,80,208,82,143,1120,80,208,82,143,1,0.992,403,0.992
8284,152,1043,89,179,78,128,1043,89,179,78,128,1,0.992,200,0.992
8285,35114,1058,75,127,71,159,1058,75,127,71,159,1,0.875,200,0.875
8286,35114,1059,75,127,71,159,1059,75,127,71,159,1,0.992,200,0.992
8287,35114,1033,71,141,66,155,1033,71,141,66,155,1,0.992,302,0.992
8288,152,1045,90,139,54,165,1045,90,139,54,165,1,0.875,200,0.992
8289,152,1044,89,179,78,128,1044,89,179,78,128,1,0.992,200,0.992
8290,152,1166,63,185,90,150,1166,63,185,90,150,1,0.875,403,0.992
8291,152,1045,89,179,78,128,1045,89,179,78,128,1,0.875,200,0.992
8292,35114,1062,109,170,85,149,1062,109,170,85,149,1,0.875,200,0.992
8293,152,1111,74,162,71,127,1111,74,162,71,127,1,0.992,200,0.875
8294,152,1066,64,174,73,142,1066,64,174,73,142,1,0.875,200,0.992
8295,35114,1046,90,139,54,165,1046,90,139,54,165,1,0.992,200,0.875
8296,35114,1167,63,185,90,150,1167,63,185,90,150,1,0.992,200,0.875
8297,152,1046,89,179,78,128,1046,89,179,78,128,1,0.992,200,0.992
8298,35114,1067,64,174,73,142,1067,64,174,73,142,1,0.875,200,0.875
8299,35114,1046,90,179,78,128,1046,90,179,78,128,1,0.992,302,0.875
8300,35114,1111,74,163,71,127,1111,74,163,71,127,1,0.992,403,0.875
8301,35114,1121,80,208,82,143,1121,80,208,82,143,1,0.992,200,0.992
8302,35114,1068,64,174,73,142,1068,64,174,73,142,1,0.992,200,0.992
8303,35114,991,92,133,76,127,991,92,133,76,127,1,0.875,200,0.875
8304,152,1122,80,208,82,143,1122,80,208,82,143,1,0.875,200,0.992
8305,152,1112,74,163,71,127,1112,74,163,71,127,1,0.875,200,0.992
8306,152,1033,71,141,66,156,1033,71,141,66,156,1,0.992,500,0.875
8307,35114,1060,75,127,71,159,1060,75,127,71,159,1,0.992,200,0.992
8308,152,1168,63,185,90,150,1168,63,185,90,150,1,0.875,200,0.992
8309,35114,1168,63,185,91,150,1168,63,185,91,150,1,0.992,404,0.875
8310,152,1060,75,128,71,159,1060,75,128,71,159,1,0.875,403,0.992
8311,152,1046,90,139,54,166,1046,90,139,54,166,1,0.992,500,0.992
8312,152,1047,90,179,78,128,1047,90,179,78,128,1,0.875,200,0.875
8313,35114,1063,109,170,85,149,1063,109,170,85,149,1,0.875,200,0.992
8314,152,1061,75,128,71,159,1061,75,128,71,159,1,0.875,200,0.875
8315,152,1168,63,185,92,150,1168,63,185,92,150,1,0.992,404,0.992
8316,35114,1051,62,139,79,136,1051,62,139,79,136,1,0.875,200,0.875
8317,152,1112,74,163,71,128,1112,74,163,71,128,1,0.875,500,0.992
8318,152,1062,75,128,71,159,1062,75,128,71,159,1,0.875,200,0.992
8319,35114,1064,109,170,85,149,1064,109,170,85,149,1,0.875,200,0.992
8320,35114,1169,63,185,92,150,1169,63,185,92,150,1,0.992,200,0.992
8321,152,1047,90,179,78,129,1047,90,179,78,129,1,0.992,500,0.875
8322,152,1169,63,186,92,150,1169,63,186,92,150,1,0.875,403,0.992
8323,35114,1052,62,139,79,136,1052,62,139,79,136,1,0.875,200,0.875
8324,35114,1053,62,139,79,136,1053,62,139,79,136,1,0.875,200,0.875
8325,152,1063,75,128,71,159,1063,75,128,71,159,1,0.875,200,0.875
8326,35114,1047,90,139,54,166,1047,90,139,54,166,1,0.875,200,0.992
8327,35114,1112,74,163,71,129,1112,74,163,71,129,1,0.875,500,0.992
8328,152,1112,74,163,71,130,1112,74,163,71,130,1,0.992,500,0.875
8329,35114,1034,71,141,66,156,1034,71,141,66,156,1,0.875,200,0.992
8330,152,1123,80,208,82,143,1123,80,208,82,143,1,0.875,200,0.875
8331,152,1113,74,163,71,130,1113,74,163,71,130,1,0.875,200,0.992
8332,35114,1170,63,186,92,150,1170,63,186,92,150,1,0.992,200,0.875
8333,35114,992,92,133,76,127,992,92,133,76,127,1,0.875,200,0.875
8334,35114,1170,63,186,93,150,1170,63,186,93,150,1,0.992,404,0.875
8335,35114,1080,69,148,73,147,1080,69,148,73,147,1,0.875,200,0.992
8336,35114,1054,62,139,79,136,1054,62,139,79,136,1,0.875,200,0.992
8337,152,1055,62,139,79,136,1055,62,139,79,136,1,0.992,200,0.992
8338,35114,1114,74,163,71,130,1114,74,163,71,130,1,0.992,200,0.992
8339,35114,1069,64,174,73,142,1069,64,174,73,142,1,0.992,200,0.875
8340,35114,1081,69,148,73,147,1081,69,148,73,147,1,0.875,200,0.875
8341,35114,1115,74,163,71,130,1115,74,163,71,130,1,0.875,200,0.875
8342,152,1034,71,142,66,156,1034,71,142,66,156,1,0.875,403,0.992
8343,35114,1034,71,143,66,156,1034,71,143,66,156,1,0.992,403,0.992
8344,35114,1065,109,170,85,149,1065,109,170,85,149,1,0.992,200,0.875
8345,35114,1115,74,163,72,130,1115,74,163,72,130,1,0.992,404,0.992
8346,35114,1070,64,174,73,142,1070,64,174,73,142,1,0.875,200,0.992
8347,152,1055,62,139,79,137,1055,62,139,79,137,1,0.992,500,0.875
8348,152,1034,71,143,66,157,1034,71,143,66,157,1,0.875,500,0.875
8349,152,1170,63,186,93,151,1170,63,186,93,151,1,0.875,500,0.992
8350,35114,1082,69,148,73,147,1082,69,148,73,147,1,0.875,200,0.992
8351,35114,1123,80,209,82,143,1123,80,209,82,143,1,0.875,403,0.875
8352,35114,1115,74,164,72,130,1115,74,164,72,130,1,0.875,403,0.992
8353,35114,1124,80,209,82,143,1124,80,209,82,143,1,0.875,200,0.875
8354,35114,1082,69,148,73,148,1082,69,148,73,148,1,0.875,500,0.992
8355,35114,992,92,133,76,128,992,92,133,76,128,1,0.992,500,0.992
8356,152,1035,71,143,66,157,1035,71,143,66,157,1,0.992,200,0.992
8357,35114,1035,71,144,66,157,1035,71,144,66,157,1,0.992,403,0.992
8358,35114,1036,71,144,66,157,1036,71,144,66,157,1,0.992,200,0.992
8359,35114,1116,74,164,72,130,1116,74,164,72,130,1,0.992,200,0.992
8360,35114,1070,64,175,73,142,1070,64,175,73,142,1,0.992,403,0.992
8361,35114,1082,69,149,73,148,1082,69,149,73,148,1,0.992,403,0.875
8362,35114,1055,62,140,79,137,1055,62,140,79,137,1,0.992,403,0.875
8363,152,1083,69,149,73,148,1083,69,149,73,148,1,0.992,200,0.875
8364,35114,1048,90,179,78,129,1048,90,179,78,129,1,0.875,200,0.875
8365,152,1037,71,144,66,157,1037,71,144,66,157,1,0.875,200,0.875
8366,35114,1038,71,144,66,157,1038,71,144,66,157,1,0.992,200,0.992
8367,35114,1125,80,209,82,143,1125,80,209,82,143,1,0.875,200,0.992
8368,152,992,93,133,76,128,992,93,133,76,128,1,0.875,302,0.992
8369,35114,1126,80,209,82,143,1126,80,209,82,143,1,0.875,200,0.992
8370,152,1065,110,170,85,149,1065,110,170,85,149,1,0.875,302,0.992
8371,152,1116,74,164,73,130,1116,74,164,73,130,1,0.875,404,0.992
8372,35114,1117,74,164,73,130,1117,74,164,73,130,1,0.992,200,0.992
8373,152,1049,90,179,78,129,1049,90,179,78,129,1,0.992,200,0.875
8374,35114,1063,75,128,71,160,1063,75,128,71,160,1,0.992,500,0.875
8375,35114,1171,63,186,93,151,1171,63,186,93,151,1,0.992,200,0.992
8376,35114,1071,64,175,73,142,1071,64,175,73,142,1,0.875,200,0.875
8377,152,1064,75,128,71,160,1064,75,128,71,160,1,0.992,200,0.992
8378,152,1038,72,144,66,157,1038,72,144,66,157,1,0.992,302,0.875
8379,35114,1050,90,179,78,129,1050,90,179,78,129,1,0.875,200,0.875
8380,35114,1084,69,149,73,148,1084,69,149,73,148,1,0.992,200,0.992
8381,152,1039,72,144,66,157,1039,72,144,66,157,1,0.875,200,0.992
8382,152,1056,62,140,79,137,1056,62,140,79,137,1,0.875,200,0.875
8383,35114,1127,80,209,82,143,1127,80,209,82,143,1,0.875,200,0.992
8384,152,992,93,133,77,128,992,93,133,77,128,1,0.875,404,0.992
8385,35114,1065,110,170,85,150,1065,110,170,85,150,1,0.992,500,0.875
8386,35114,1048,90,139,54,166,1048,90,139,54,166,1,0.875,200,0.875
8387,35114,1051,90,179,78,129,1051,90,179,78,129,1,0.875,200,0.992
8388,152,1085,69,149,73,148,1085,69,149,73,148,1,0.992,200,0.992
8389,152,1066,110,170,85,150,1066,110,170,85,150,1,0.992,200,0.875
8390,35114,1072,64,175,73,142,1072,64,175,73,142,1,0.875,200,0.875
8391,152,1049,90,139,54,166,1049,90,139,54,166,1,0.875,200,0.875
8392,35114,1118,74,164,73,130,1118,74,164,73,130,1,0.992,200,0.992
8393,35114,992,93,133,77,129,992,93,133,77,129,1,0.992,500,0.875
8394,35114,1040,72,144,66,157,1040,72,144,66,157,1,0.992,200,0.875
8395,35114,1041,72,144,66,157,1041,72,144,66,157,1,0.875,200,0.875
8396,35114,1128,80,209,82,143,1128,80,209,82,143,1,0.992,200,0.875
8397,35114,1067,110,170,85,150,1067,110,170,85,150,1,0.992,200,0.992
8398,152,1072,64,175,74,142,1072,64,175,74,142,1,0.992,404,0.992
8399,35114,1068,110,170,85,150,1068,110,170,85,150,1,0.875,200,0.992
8400,35114,1129,80,209,82,143,1129,80,209,82,143,1,0.875,200,0.992
8401,35114,1086,69,149,73,148,1086,69,149,73,148,1,0.875,200,0.875
8402,35114,1130,80,209,82,143,1130,80,209,82,143,1,0.875,200,0.875
8403,152,1172,63,186,93,151,1172,63,186,93,151,1,0.992,200,0.875
8404,152,1069,110,170,85,150,1069,110,170,85,150,1,0.992,200,0.875
8405,35114,1050,90,139,54,166,1050,90,139,54,166,1,0.875,200,0.992
8406,35114,1119,74,164,73,130,1119,74,164,73,130,1,0.875,200,0.875
8407,152,1056,62,141,79,137,1056,62,141,79,137,1,0.992,403,0.875
8408,35114,1172,64,186,93,151,1172,64,186,93,151,1,0.875,302,0.875
8409,152,1073,64,175,74,142,1073,64,175,74,142,1,0.875,200,0.875
8410,35114,1087,69,149,73,148,1087,69,149,73,148,1,0.875,200,0.992
8411,35114,1042,72,144,66,157,1042,72,144,66,157,1,0.875,200,0.875
8412,152,1173,64,186,93,151,1173,64,186,93,151,1,0.992,200,0.992
8413,35114,1130,80,209,83,143,1130,80,209,83,143,1,0.992,404,0.992
8414,35114,1131,80,209,83,143,1131,80,209,83,143,1,0.992,200,0.875
