status,location_speed,httpcode_5m_200,httpcode_5m_302,httpcode_5m_404,httpcode_5m_403,httpcode_5m_500,httpcode_30m_200,httpcode_30m_302,httpcode_30m_404,httpcode_30m_403,httpcode_30m_500,httpcode_1d_200,httpcode_1d_302,httpcode_1d_404,httpcode_1d_403,httpcode_1d_500,body_bytes_sent,upstream_response_time,httpcode_total_200,httpcode_total_302,httpcode_total_404,httpcode_total_403,httpcode_total_500,request_time,lremote_addr,location_city,is_good
200,13978.2706199,4,0,0,2,0,32,0,0,4,2,1118,73,78,79,68,35114,0.991999983788,1593,89,102,94,123,0.677999973297,218.80.192.83,上海,1
200,14388.4722255,7,0,0,0,0,90,4,0,4,0,1019,48,50,56,60,152,0.991999983788,1614,83,88,100,97,0.991999983788,218.80.192.83,上海,1
200,34479.5750933,16,0,0,0,2,57,0,4,24,14,948,66,80,77,64,35114,0.660000026226,1352,89,95,108,107,0.991999983788,202.101.77.237,贵阳,1
404,2616.89245909,14,2,4,0,0,69,2,4,2,12,1060,58,46,78,47,35114,0.991999983788,1446,91,71,111,87,0.677999973297,218.28.234.21,郑州,1
200,60572.5060198,8,0,0,0,0,91,4,0,4,0,1020,48,50,56,60,35114,0.660000026226,1615,83,88,100,97,0.875,202.101.77.237,贵阳,1
200,15998.068173,3,0,0,0,0,59,2,2,0,0,1113,121,76,84,40,35114,0.875,1675,160,109,150,144,0.875,219.137.225.57,广州,1
200,2906.57540892,15,0,0,0,0,45,0,0,0,2,944,86,98,72,32,152,0.991999983788,1511,103,149,101,65,0.875,116.52.147.144,昆明,1
200,39709.3474144,4,0,0,0,0,60,2,2,0,0,1114,121,76,84,40,35114,0.875,1676,160,109,150,144,0.875,211.142.12.218,城市缺失,1
200,71718.7299773,16,0,0,0,0,46,0,0,0,2,945,86,98,72,32,152,0.875,1512,103,149,101,65,0.875,58.60.3.110,深圳市,1
200,3396.86061665,12,2,0,0,12,79,2,0,0,14,969,82,40,62,66,152,0.875,1615,119,75,132,120,0.991999983788,202.101.77.237,贵阳,1
200,10974.6933917,23,0,0,0,0,70,2,4,2,12,1061,58,46,78,47,152,0.991999983788,1447,91,71,111,87,0.875,211.137.180.198,城市缺失,1
200,157424.096507,24,0,0,0,0,71,2,4,2,12,1062,58,46,78,47,35114,0.660000026226,1448,91,71,111,87,0.991999983788,124.72.93.18,厦门市,1
302,9755.48143636,22,2,0,0,0,48,2,0,0,12,972,42,54,50,44,35114,0.660000026226,1590,73,115,100,102,0.677999973297,211.137.180.198,城市缺失,1
200,6601.45077802,4,0,0,0,0,76,2,2,2,0,1014,62,90,36,69,35114,0.660000026226,1510,127,133,56,91,0.677999973297,211.142.12.218,城市缺失,1
200,5231.83573606,4,0,0,0,0,92,4,0,4,0,1021,48,50,56,60,35114,0.660000026226,1616,83,88,100,97,0.991999983788,116.52.147.144,昆明,1
200,14028.0829033,3,0,0,0,0,61,2,2,0,0,1115,121,76,84,40,35114,0.991999983788,1677,160,109,150,144,0.991999983788,202.101.77.237,贵阳,1
200,5571.31478621,17,0,0,0,0,53,1,0,12,0,893,75,48,58,50,152,0.660000026226,1399,104,87,91,81,0.677999973297,211.137.180.198,城市缺失,1
200,0.0,4,0,0,0,0,62,2,2,0,0,1116,121,76,84,40,35114,0.991999983788,1678,160,109,150,144,0.875,202.101.77.237,贵阳,1
200,97554.8143636,18,0,0,0,0,54,1,0,12,0,894,75,48,58,50,35114,0.660000026226,1400,104,87,91,81,0.991999983788,58.60.3.110,深圳市,1
200,2248.66794087,10,0,0,0,0,76,12,4,0,0,1068,54,72,94,78,35114,0.875,1610,64,116,126,108,0.991999983788,59.172.76.233,武汉,1
200,1477.36257196,14,0,0,0,0,80,10,22,0,0,987,50,86,40,67,35114,0.991999983788,1567,68,120,48,117,0.677999973297,218.28.234.21,郑州,1
200,0.0,17,0,0,0,0,77,2,2,2,0,1015,62,90,36,69,152,0.875,1511,127,133,56,91,0.991999983788,211.142.12.218,城市缺失,1
200,8465.91344077,12,0,0,0,2,72,2,4,2,12,1063,58,46,78,47,35114,0.660000026226,1449,91,71,111,87,0.875,59.172.76.233,武汉,1
200,6551.0883321,14,0,0,0,0,80,2,0,0,14,970,82,40,62,66,152,0.875,1616,119,75,132,120,0.677999973297,219.137.225.57,广州,1
302,13874.2174928,4,2,0,10,0,54,2,0,12,0,894,76,48,58,50,152,0.660000026226,1400,105,87,91,81,0.991999983788,211.142.12.218,城市缺失,1
200,8319.07022335,18,0,0,0,0,78,2,2,2,0,1016,62,90,36,69,35114,0.660000026226,1512,127,133,56,91,0.875,59.172.76.233,武汉,1
200,3050.60955139,5,0,0,0,0,47,0,0,0,2,946,86,98,72,32,152,0.660000026226,1513,103,149,101,65,0.991999983788,124.72.93.18,厦门市,1
200,2092.73429442,8,0,0,10,10,58,0,4,24,14,949,66,80,77,64,152,0.991999983788,1353,89,95,108,107,0.677999973297,116.52.147.144,昆明,1
200,30063.7881473,6,0,0,0,0,48,0,0,0,2,947,86,98,72,32,152,0.660000026226,1514,103,149,101,65,0.991999983788,211.142.12.218,城市缺失,1
200,22167.6853879,4,0,0,0,0,72,2,12,10,1,1064,58,46,78,47,35114,0.991999983788,1450,91,71,111,87,0.677999973297,116.52.147.144,昆明,1
200,5571.31478621,19,0,0,10,0,71,0,0,20,0,973,42,54,50,44,35114,0.660000026226,1591,73,115,100,102,0.875,59.172.76.233,武汉,1
200,54766.1072765,6,2,0,0,0,66,12,12,0,0,948,86,98,72,32,152,0.875,1515,103,149,101,65,0.991999983788,116.52.147.144,昆明,1
200,9127.68454608,12,0,0,0,0,50,2,2,0,0,1022,48,50,56,60,152,0.660000026226,1617,83,88,100,97,0.875,211.142.12.218,城市缺失,1
200,19197.6818076,16,0,2,0,10,65,0,2,2,20,971,82,40,62,66,152,0.991999983788,1617,119,75,132,120,0.991999983788,211.137.180.198,城市缺失,1
200,9108.89725253,23,0,0,2,10,49,2,0,2,11,1017,62,90,36,69,152,0.660000026226,1513,127,133,56,91,0.875,218.80.192.83,上海,1
200,71587.5211205,24,0,0,2,10,50,2,0,2,11,1018,62,90,36,69,152,0.660000026226,1514,127,133,56,91,0.875,211.142.12.218,城市缺失,1
302,1988.54225335,5,2,0,0,0,46,2,12,1,0,1118,74,78,79,68,35114,0.660000026226,1593,90,102,94,123,0.875,211.142.12.218,城市缺失,1
200,83245.304957,6,2,0,0,0,47,2,12,1,0,1119,74,78,79,68,35114,0.660000026226,1594,90,102,94,123,0.991999983788,58.60.3.110,深圳市,1
200,12535.458269,20,0,0,10,0,72,0,0,20,0,974,42,54,50,44,35114,0.991999983788,1592,73,115,100,102,0.991999983788,211.137.180.198,城市缺失,1
200,11953.1216629,24,0,0,1,0,72,0,2,13,0,950,66,80,77,64,35114,0.660000026226,1354,89,95,108,107,0.875,58.60.3.110,深圳市,1
302,4497.33588173,3,2,0,0,2,70,2,2,0,2,1116,122,76,84,40,35114,0.875,1678,161,109,150,144,0.875,59.172.76.233,武汉,1
200,8546.09343582,6,0,0,0,0,60,0,2,0,3,988,50,86,40,67,152,0.875,1568,68,120,48,117,0.991999983788,116.52.147.144,昆明,1
200,6234.70351258,6,2,0,0,0,71,2,2,0,2,895,76,48,58,50,152,0.875,1401,105,87,91,81,0.991999983788,202.101.77.237,贵阳,1
500,11092.0936311,3,2,0,0,3,70,2,2,0,3,1116,122,76,84,41,35114,0.875,1678,161,109,150,145,0.875,211.142.12.218,城市缺失,1
200,0.0,4,2,0,0,3,71,2,2,0,3,1117,122,76,84,41,35114,0.875,1679,161,109,150,145,0.991999983788,211.142.12.218,城市缺失,1
200,9698.36235723,16,0,0,0,0,73,2,12,10,1,1065,58,46,78,47,152,0.875,1451,91,71,111,87,0.875,59.172.76.233,武汉,1
200,11944.9865167,22,0,0,0,0,48,2,12,1,0,1120,74,78,79,68,35114,0.991999983788,1595,90,102,94,123,0.991999983788,59.172.76.233,武汉,1
500,11092.0936311,4,2,0,0,4,71,2,2,0,4,1117,122,76,84,42,152,0.875,1679,161,109,150,146,0.677999973297,59.172.76.233,武汉,1
403,15874.3353274,24,0,0,2,0,72,0,2,14,0,950,66,80,78,64,152,0.991999983788,1354,89,95,109,107,0.677999973297,218.80.192.83,上海,1
500,4294.82687818,8,0,0,0,2,50,2,0,2,12,1018,62,90,36,70,35114,0.660000026226,1514,127,133,56,92,0.991999983788,124.72.93.18,厦门市,1
200,2644.51855719,6,2,0,0,0,25,4,0,10,22,1069,54,72,94,78,152,0.991999983788,1611,64,116,126,108,0.991999983788,218.80.192.83,上海,1
200,8658.58395418,12,0,0,0,0,73,0,0,20,0,975,42,54,50,44,152,0.660000026226,1593,73,115,100,102,0.875,211.142.12.218,城市缺失,1
403,15520.8413081,6,0,0,2,0,48,2,12,2,0,1120,74,78,80,68,152,0.991999983788,1595,90,102,95,123,0.875,124.72.93.18,厦门市,1
500,0.0,21,0,0,0,2,60,0,2,0,4,988,50,86,40,68,152,0.991999983788,1568,68,120,48,118,0.875,116.52.147.144,昆明,1
200,12359.2880391,9,0,0,0,2,51,2,0,2,12,1019,62,90,36,70,152,0.991999983788,1515,127,133,56,92,0.677999973297,219.137.225.57,广州,1
200,82149.1609147,22,0,0,0,2,61,0,2,0,4,989,50,86,40,68,152,0.991999983788,1569,68,120,48,118,0.991999983788,211.142.12.218,城市缺失,1
200,30898.2200977,10,0,0,0,2,52,2,0,2,12,1020,62,90,36,70,152,0.991999983788,1516,127,133,56,92,0.991999983788,124.72.93.18,厦门市,1
200,4620.45011147,16,0,2,10,0,74,2,12,10,1,1066,58,46,78,47,152,0.991999983788,1452,91,71,111,87,0.677999973297,218.28.234.21,郑州,1
200,3201.74249835,6,0,0,0,0,51,2,2,0,0,1023,48,50,56,60,35114,0.991999983788,1618,83,88,100,97,0.991999983788,58.60.3.110,深圳市,1
200,142869.017947,9,0,0,0,0,52,2,2,0,0,1024,48,50,56,60,35114,0.875,1619,83,88,100,97,0.991999983788,218.80.192.83,上海,1
200,18267.7964018,4,0,0,0,0,49,2,12,2,0,1121,74,78,80,68,152,0.660000026226,1596,90,102,95,123,0.991999983788,218.28.234.21,郑州,1
200,0.0,10,0,0,0,0,53,2,2,0,0,1025,48,50,56,60,152,0.875,1620,83,88,100,97,0.875,218.80.192.83,上海,1
200,3696.36008918,12,0,2,0,0,72,2,2,0,4,1118,122,76,84,42,35114,0.660000026226,1680,161,109,150,146,0.875,218.28.234.21,郑州,1
200,13691.5268191,4,0,0,0,0,74,0,0,20,0,976,42,54,50,44,152,0.875,1594,73,115,100,102,0.875,116.52.147.144,昆明,1
200,6680.84181051,19,0,0,0,0,62,0,2,0,4,990,50,86,40,68,35114,0.875,1570,68,120,48,118,0.677999973297,124.72.93.18,厦门市,1
200,7365.14235079,14,0,0,0,0,67,12,12,0,0,949,86,98,72,32,35114,0.991999983788,1516,103,149,101,65,0.875,211.137.180.198,城市缺失,1
200,48030.265156,20,0,0,0,0,63,0,2,0,4,991,50,86,40,68,35114,0.875,1571,68,120,48,118,0.875,218.80.192.83,上海,1
200,12336.7787357,5,0,0,0,0,50,2,12,2,0,1122,74,78,80,68,35114,0.660000026226,1597,90,102,95,123,0.991999983788,211.142.12.218,城市缺失,1
200,86357.4511499,6,0,0,0,0,51,2,12,2,0,1123,74,78,80,68,35114,0.875,1598,90,102,95,123,0.875,218.28.234.21,郑州,1
200,4156.46900839,5,0,0,0,2,72,2,2,0,2,896,76,48,58,50,35114,0.991999983788,1402,105,87,91,81,0.991999983788,211.142.12.218,城市缺失,1
200,22167.6853879,31,0,0,0,0,75,0,0,20,0,977,42,54,50,44,152,0.991999983788,1595,73,115,100,102,0.677999973297,59.172.76.233,武汉,1
200,28694.1570452,4,0,0,0,0,64,0,2,0,4,992,50,86,40,68,152,0.660000026226,1572,68,120,48,118,0.991999983788,219.137.225.57,广州,1
200,23862.5070402,6,0,0,0,2,73,2,2,0,2,897,76,48,58,50,152,0.875,1403,105,87,91,81,0.677999973297,218.80.192.83,上海,1
200,6260.37099817,18,0,0,0,0,66,0,2,2,20,972,82,40,62,66,35114,0.660000026226,1618,119,75,132,120,0.991999983788,116.52.147.144,昆明,1
200,0.0,14,2,2,0,0,54,2,2,0,0,1026,48,50,56,60,35114,0.660000026226,1621,83,88,100,97,0.677999973297,218.80.192.83,上海,1
200,5313.73278616,4,0,0,2,0,73,0,2,14,0,951,66,80,78,64,35114,0.991999983788,1355,89,95,109,107,0.991999983788,219.137.225.57,广州,1
200,10232.8719458,6,0,0,0,0,68,12,12,0,0,950,86,98,72,32,152,0.660000026226,1517,103,149,101,65,0.677999973297,211.142.12.218,城市缺失,1
200,6959.160534,4,0,0,0,0,53,2,0,2,12,1021,62,90,36,70,152,0.660000026226,1517,127,133,56,92,0.677999973297,218.28.234.21,郑州,1
200,12555.014032,32,0,0,0,0,76,0,0,20,0,978,42,54,50,44,35114,0.875,1596,73,115,100,102,0.991999983788,219.137.225.57,广州,1
200,3312.43207973,6,0,0,0,2,26,4,0,10,22,1070,54,72,94,78,152,0.660000026226,1612,64,116,126,108,0.875,124.72.93.18,厦门市,1
200,33573.1018594,6,0,0,0,0,54,2,0,2,12,1022,62,90,36,70,35114,0.660000026226,1518,127,133,56,92,0.991999983788,218.80.192.83,上海,1
200,43649.2124514,9,0,0,0,0,77,0,0,20,0,979,42,54,50,44,35114,0.660000026226,1597,73,115,100,102,0.991999983788,116.52.147.144,昆明,1
200,4028.77222313,11,0,0,0,1,75,2,12,10,1,1067,58,46,78,47,152,0.991999983788,1453,91,71,111,87,0.677999973297,218.80.192.83,上海,1
200,10303.3103924,12,0,2,0,0,52,2,12,2,0,1124,74,78,80,68,152,0.660000026226,1599,90,102,95,123,0.991999983788,219.137.225.57,广州,1
200,0.0,10,0,0,0,0,78,0,0,20,0,980,42,54,50,44,35114,0.991999983788,1598,73,115,100,102,0.677999973297,116.52.147.144,昆明,1
200,1337.94030954,32,0,0,0,0,74,0,2,14,0,952,66,80,78,64,152,0.991999983788,1356,89,95,109,107,0.991999983788,58.60.3.110,深圳市,1
500,45429.3795148,11,0,0,0,2,75,2,12,10,2,1067,58,46,78,48,35114,0.875,1453,91,71,111,88,0.875,202.101.77.237,贵阳,1
200,112224.663226,12,0,0,0,2,76,2,12,10,2,1068,58,46,78,48,35114,0.991999983788,1454,91,71,111,88,0.875,211.142.12.218,城市缺失,1
200,4474.22007003,14,0,2,0,0,74,2,2,0,2,898,76,48,58,50,35114,0.991999983788,1404,105,87,91,81,0.677999973297,211.142.12.218,城市缺失,1
200,10665.378782,5,0,10,0,10,45,0,10,2,10,581,18,34,8,50,35114,0.660000026226,1573,68,120,48,118,0.875,211.137.180.198,城市缺失,1
200,100283.666152,6,0,10,0,10,46,0,10,2,10,582,18,34,8,50,35114,0.875,1574,68,120,48,118,0.677999973297,59.172.76.233,武汉,1
200,5294.57965526,16,2,0,0,0,69,4,6,0,1,568,17,51,29,33,35114,0.875,1518,103,149,101,65,0.677999973297,219.137.225.57,广州,1
200,17929.6824943,4,0,0,0,0,57,3,10,11,2,619,31,61,50,58,35114,0.875,1599,73,115,100,102,0.991999983788,58.60.3.110,深圳市,1
404,4414.03144253,0,2,2,0,0,57,2,16,4,0,542,10,45,32,30,35114,0.875,1612,64,117,126,108,0.875,219.137.225.57,广州,1
200,4753.75441334,2,0,0,0,0,52,0,0,4,10,387,33,25,33,40,35114,0.660000026226,1455,91,71,111,88,0.991999983788,59.172.76.233,武汉,1
302,12336.7787357,5,2,0,0,2,64,2,0,0,4,506,30,39,33,31,35114,0.991999983788,1404,106,87,91,81,0.991999983788,218.28.234.21,郑州,1
200,162459.598604,6,2,0,0,2,65,2,0,0,4,507,30,39,33,31,152,0.875,1405,106,87,91,81,0.991999983788,58.60.3.110,深圳市,1
500,11039.2611348,0,0,0,0,2,55,10,0,0,2,475,16,24,15,56,35114,0.991999983788,1599,90,102,95,124,0.991999983788,218.28.234.21,郑州,1
200,4196.63773243,24,0,0,0,2,48,0,2,0,3,596,35,38,44,37,152,0.660000026226,1622,83,88,100,97,0.991999983788,218.28.234.21,郑州,1
500,179467.962152,12,0,0,0,2,48,0,2,0,4,596,35,38,44,38,35114,0.875,1622,83,88,100,98,0.991999983788,116.52.147.144,昆明,1
200,155173.797716,13,0,0,0,2,49,0,2,0,4,597,35,38,44,38,152,0.875,1623,83,88,100,98,0.875,59.172.76.233,武汉,1
200,2214.29361923,15,0,0,0,0,60,12,0,0,24,563,39,33,66,104,35114,0.875,1681,161,109,150,146,0.875,211.142.12.218,城市缺失,1
200,50141.8330759,14,0,0,0,2,50,0,2,0,4,598,35,38,44,38,152,0.660000026226,1624,83,88,100,98,0.677999973297,211.137.180.198,城市缺失,1
200,5476.61072765,18,1,0,0,0,112,13,0,1,0,647,37,35,70,54,152,0.660000026226,1619,119,75,132,120,0.677999973297,211.142.12.218,城市缺失,1
403,5855.71966234,2,0,0,2,0,46,0,10,3,10,582,18,34,9,50,35114,0.660000026226,1574,68,120,49,118,0.991999983788,218.80.192.83,上海,1
200,15937.4955505,4,0,0,0,0,66,2,0,0,4,508,30,39,33,31,35114,0.660000026226,1406,106,87,91,81,0.991999983788,116.52.147.144,昆明,1
200,0.0,2,0,0,2,0,43,1,0,2,0,405,23,15,31,43,35114,0.660000026226,1357,89,95,109,107,0.677999973297,58.60.3.110,深圳市,1
302,28140.3978511,18,2,0,0,0,112,14,0,1,0,647,38,35,70,54,35114,0.875,1619,120,75,132,120,0.875,211.137.180.198,城市缺失,1
200,4753.75441334,16,0,0,0,0,61,12,0,0,24,564,39,33,66,104,35114,0.660000026226,1682,161,109,150,146,0.991999983788,59.172.76.233,武汉,1
200,7166.99191,20,0,0,2,0,53,0,0,4,10,388,33,25,33,40,152,0.660000026226,1456,91,71,111,88,0.991999983788,58.60.3.110,深圳市,1
403,7968.74777526,13,0,10,2,0,57,3,10,12,2,619,31,61,51,58,152,0.991999983788,1599,73,115,101,102,0.991999983788,116.52.147.144,昆明,1
404,4608.67799828,2,0,2,0,0,57,10,12,0,0,496,65,44,20,22,35114,0.991999983788,1518,127,134,56,92,0.875,58.60.3.110,深圳市,1
200,142869.017947,3,0,2,0,0,58,10,12,0,0,497,65,44,20,22,152,0.875,1519,127,134,56,92,0.991999983788,218.80.192.83,上海,1
200,4801.42835888,12,0,0,0,0,56,10,0,0,2,476,16,24,15,56,35114,0.991999983788,1600,90,102,95,124,0.991999983788,211.137.180.198,城市缺失,1
302,0.0,2,2,0,0,0,43,2,0,2,0,405,24,15,31,43,35114,0.660000026226,1357,90,95,109,107,0.875,58.60.3.110,深圳市,1
200,12988.0925406,14,0,0,0,0,47,0,10,3,10,583,18,34,9,50,35114,0.660000026226,1575,68,120,49,118,0.991999983788,58.60.3.110,深圳市,1
200,27383.0536382,14,0,10,2,0,58,3,10,12,2,620,31,61,51,58,35114,0.660000026226,1600,73,115,101,102,0.875,211.142.12.218,城市缺失,1
200,5456.15155642,18,0,2,0,0,58,2,16,4,0,543,10,45,32,30,35114,0.991999983788,1613,64,117,126,108,0.677999973297,116.52.147.144,昆明,1
200,11410.1207569,4,0,2,0,0,59,10,12,0,0,498,65,44,20,22,35114,0.991999983788,1520,127,134,56,92,0.875,211.137.180.198,城市缺失,1
200,21500.97573,6,0,0,0,0,44,2,0,2,0,406,24,15,31,43,152,0.991999983788,1358,90,95,109,107,0.991999983788,59.172.76.233,武汉,1
200,3487.89049071,30,0,0,0,0,67,2,0,0,4,509,30,39,33,31,35114,0.875,1407,106,87,91,81,0.875,202.101.77.237,贵阳,1
200,25087.1231869,13,10,0,0,0,57,10,0,0,2,477,16,24,15,56,152,0.875,1601,90,102,95,124,0.991999983788,202.101.77.237,贵阳,1
200,28687.4919909,15,0,0,0,0,59,2,16,4,0,544,10,45,32,30,152,0.660000026226,1614,64,117,126,108,0.991999983788,58.60.3.110,深圳市,1
200,0.0,14,0,0,0,0,48,0,10,3,10,584,18,34,9,50,152,0.991999983788,1576,68,120,49,118,0.991999983788,58.60.3.110,深圳市,1
200,97554.8143636,16,0,0,0,0,60,2,16,4,0,545,10,45,32,30,35114,0.991999983788,1615,64,117,126,108,0.677999973297,211.137.180.198,城市缺失,1
302,6680.84181051,0,4,0,0,0,58,4,10,12,2,620,32,61,51,58,152,0.875,1600,74,115,101,102,0.875,124.72.93.18,厦门市,1
200,19678.0120634,2,10,0,0,0,60,10,12,0,0,499,65,44,20,22,152,0.875,1521,127,134,56,92,0.991999983788,124.72.93.18,厦门市,1
200,3841.1426871,14,0,0,0,0,113,14,0,1,0,648,38,35,70,54,35114,0.875,1620,120,75,132,120,0.991999983788,218.28.234.21,郑州,1
200,0.0,14,10,0,0,0,58,10,0,0,2,478,16,24,15,56,152,0.875,1602,90,102,95,124,0.991999983788,202.101.77.237,贵阳,1
200,13874.2174928,4,0,0,0,0,49,0,10,3,10,585,18,34,9,50,35114,0.660000026226,1577,68,120,49,118,0.875,211.142.12.218,城市缺失,1
200,6856.31493127,3,0,0,0,0,51,0,2,0,4,599,35,38,44,38,35114,0.660000026226,1625,83,88,100,98,0.677999973297,219.137.225.57,广州,1
200,6494.0462703,6,0,0,0,0,54,0,0,4,10,389,33,25,33,40,35114,0.660000026226,1457,91,71,111,88,0.677999973297,218.80.192.83,上海,1
200,8619.89377332,4,0,0,0,0,68,2,0,0,4,510,30,39,33,31,35114,0.660000026226,1408,106,87,91,81,0.991999983788,59.172.76.233,武汉,1
500,3117.80088938,20,0,4,0,2,69,4,6,0,2,568,17,51,29,34,152,0.875,1518,103,149,101,66,0.991999983788,116.52.147.144,昆明,1
200,0.0,19,0,0,0,0,59,4,10,12,2,621,32,61,51,58,35114,0.991999983788,1601,74,115,101,102,0.677999973297,124.72.93.18,厦门市,1
200,61796.4401954,20,0,0,0,0,60,4,10,12,2,622,32,61,51,58,35114,0.875,1602,74,115,101,102,0.991999983788,219.137.225.57,广州,1
200,2229.90051589,4,0,0,0,0,52,0,2,0,4,600,35,38,44,38,35114,0.660000026226,1626,83,88,100,98,0.677999973297,58.60.3.110,深圳市,1
200,0.0,14,0,0,0,0,61,10,12,0,0,500,65,44,20,22,152,0.660000026226,1522,127,134,56,92,0.677999973297,124.72.93.18,厦门市,1
200,1109.20936311,4,0,0,0,2,62,12,0,0,24,565,39,33,66,104,152,0.875,1683,161,109,150,146,0.677999973297,211.142.12.218,城市缺失,1
200,78712.0482535,10,0,0,0,0,62,10,12,0,0,501,65,44,20,22,35114,0.991999983788,1523,127,134,56,92,0.991999983788,211.137.180.198,城市缺失,1
200,7474.05105152,4,0,0,0,0,70,4,6,0,2,569,17,51,29,34,35114,0.875,1519,103,149,101,66,0.677999973297,202.101.77.237,贵阳,1
200,11604.2570431,4,0,0,1,0,114,14,0,1,0,649,38,35,70,54,35114,0.991999983788,1621,120,75,132,120,0.677999973297,58.60.3.110,深圳市,1
200,6551.0883321,15,0,0,0,0,59,10,0,0,2,479,16,24,15,56,35114,0.991999983788,1603,90,102,95,124,0.677999973297,219.137.225.57,广州,1
403,27455.4859625,4,0,0,2,0,114,14,0,2,0,649,38,35,71,54,152,0.991999983788,1621,120,75,133,120,0.875,124.72.93.18,厦门市,1
200,13874.2174928,15,10,0,0,0,63,12,0,0,24,566,39,33,66,104,152,0.660000026226,1684,161,109,150,146,0.875,58.60.3.110,深圳市,1
200,7035.09946277,10,0,0,1,0,50,0,10,3,10,586,18,34,9,50,152,0.875,1578,68,120,49,118,0.677999973297,211.137.180.198,城市缺失,1
200,19854.6737072,16,0,0,0,0,60,10,0,0,2,480,16,24,15,56,152,0.660000026226,1604,90,102,95,124,0.677999973297,211.142.12.218,城市缺失,1
403,0.0,10,0,0,2,0,50,0,10,4,10,586,18,34,10,50,152,0.991999983788,1578,68,120,50,118,0.991999983788,211.137.180.198,城市缺失,1
200,35859.3649887,16,10,0,0,0,64,12,0,0,24,567,39,33,66,104,152,0.991999983788,1685,161,109,150,146,0.875,116.52.147.144,昆明,1
200,11256.1591404,17,0,10,0,0,70,2,10,0,0,502,65,44,20,22,152,0.875,1524,127,134,56,92,0.991999983788,211.142.12.218,城市缺失,1
200,5571.31478621,2,0,0,0,2,41,0,0,0,6,511,30,39,33,31,35114,0.875,1409,106,87,91,81,0.875,211.137.180.198,城市缺失,1
200,47994.2045189,22,0,0,0,0,81,2,2,0,2,587,18,34,10,50,152,0.875,1579,68,120,50,118,0.875,219.137.225.57,广州,1
200,2743.67334793,4,0,0,4,0,36,2,0,4,0,546,10,45,32,30,152,0.991999983788,1616,64,117,126,108,0.875,218.28.234.21,郑州,1
200,13979.3013102,20,0,0,0,0,58,10,10,0,4,650,38,35,71,54,35114,0.660000026226,1622,120,75,133,120,0.677999973297,202.101.77.237,贵阳,1
200,15883.7389658,18,0,10,0,0,71,2,10,0,0,503,65,44,20,22,35114,0.660000026226,1525,127,134,56,92,0.875,219.137.225.57,广州,1
500,8824.29942543,10,0,0,0,3,33,0,1,0,5,480,16,24,15,57,152,0.991999983788,1604,90,102,95,125,0.991999983788,219.137.225.57,广州,1
500,13379.4030954,10,0,0,0,4,33,0,1,0,6,480,16,24,15,58,35114,0.991999983788,1604,90,102,95,126,0.991999983788,58.60.3.110,深圳市,1
200,10689.2657682,12,0,0,0,0,94,0,0,2,2,570,17,51,29,34,35114,0.660000026226,1520,103,149,101,66,0.991999983788,218.80.192.83,上海,1
200,16429.8321829,16,0,0,0,0,104,0,1,12,2,568,39,33,66,104,35114,0.991999983788,1686,161,109,150,146,0.991999983788,211.142.12.218,城市缺失,1
200,831.907022335,4,0,0,2,0,34,0,1,12,10,407,24,15,31,43,35114,0.875,1359,90,95,109,107,0.991999983788,211.142.12.218,城市缺失,1
200,0.0,4,0,1,0,0,34,0,1,0,6,481,16,24,15,58,35114,0.875,1605,90,102,95,126,0.991999983788,58.60.3.110,深圳市,1
200,6179.64401954,13,2,0,0,2,82,2,2,0,2,588,18,34,10,50,35114,0.991999983788,1580,68,120,50,118,0.991999983788,124.72.93.18,厦门市,1
404,52534.5247556,4,0,2,0,0,34,0,2,0,6,481,16,25,15,58,152,0.660000026226,1605,90,103,95,126,0.677999973297,202.101.77.237,贵阳,1
200,48030.265156,14,2,0,0,2,83,2,2,0,2,589,18,34,10,50,152,0.875,1581,68,120,50,118,0.991999983788,218.80.192.83,上海,1
200,11931.2535201,14,0,0,0,0,105,0,1,12,2,569,39,33,66,104,35114,0.660000026226,1687,161,109,150,146,0.991999983788,218.80.192.83,上海,1
200,5617.85819958,15,0,0,0,0,72,2,10,0,0,504,65,44,20,22,152,0.875,1526,127,134,56,92,0.677999973297,124.72.93.18,厦门市,1
200,15650.9274954,4,0,0,0,0,42,0,0,0,6,512,30,39,33,31,35114,0.660000026226,1410,106,87,91,81,0.875,116.52.147.144,昆明,1
200,9535.961736,4,10,0,0,2,59,10,10,0,4,651,38,35,71,54,152,0.660000026226,1623,120,75,133,120,0.991999983788,218.28.234.21,郑州,1
200,32020.1767707,16,0,0,0,0,73,2,10,0,0,505,65,44,20,22,35114,0.991999983788,1527,127,134,56,92,0.875,218.80.192.83,上海,1
200,11256.1591404,7,0,1,0,10,35,0,1,12,10,408,24,15,31,43,152,0.991999983788,1360,90,95,109,107,0.677999973297,211.137.180.198,城市缺失,1
200,48714.123738,7,0,10,0,0,60,10,10,0,4,652,38,35,71,54,152,0.875,1624,120,75,133,120,0.875,124.72.93.18,厦门市,1
200,60127.5762946,8,0,10,0,0,61,10,10,0,4,653,38,35,71,54,152,0.875,1625,120,75,133,120,0.677999973297,211.142.12.218,城市缺失,1
404,52474.6988357,7,0,2,0,10,35,0,2,12,10,408,24,16,31,43,152,0.875,1360,90,96,109,107,0.677999973297,124.72.93.18,厦门市,1
